0564455	アーカイバ	あーかいば	(<POS: N.>) <MGr: {<Dom.: EDV>} <TrE: <HW m: Archiver>> (<Def.: Software, die Programme und Dateien zu einem komprimierten Datenarchiv zusammenfügt>)>.	名	HE				あーかいば
3248326	アーカイバー	あーかいばー	(<POS: N.>) <MGr: {<Dom.: EDV>} <TrE: <HW m: Archiver>> (<Def.: Software, die Programme und Dateien zu einem komprimierten Datenarchiv zusammenfügt>)>.	名	HE				あーかいばー
5901319	アーカイブする	あーかいぶする	<MGr: <TrE: archivieren>>.	サ変他	アーカイブ	Abl. mit <Umschr.: suru>		<アーカイブ>する	<あーかいぶ>[suru]する
8585187	アーガイル	あーがいる	(<POS: N.>) [1]<MGr: {<Dom.: Gebietsn.>} <TrE: <HW nNAr: Argyle>> (<Def.: Verwaltungsgebiet im Westen von Schottland>)>. [2]<MGr: <TrE: <HW n: Argyle-Muster>> (<Def.: Strickmuster mit auf die Ecke gestellter Raute auf einfarbigem Hintergrund>；<Expl.: nach dem schottischen Clan Campbell of Argyle>；<Expl.: Abk.>). (<Pict.: <Capt.: Argyle-Muster><FileN: argyl>>)>.	名	HE				[Gr]あー[NN]がいる
2461095	アーガイル･チェック; アーガイルチェック	あーがいるちぇっく	<MGr: <TrE: <HW npl: Argyle-Karos>>; <TrE: <HW n: Argyle-Muster>> (<Def.: Strickmuster mit auf die Ecke gestellter Raute auf einfarbigem Hintergrund>；<Etym.: nach dem schottischen Clan Campbell of Argyle>). (<Pict.: <Capt.: Argyle-Muster><FileN: argyl>>)>.	名	アーガイル	Komp. Anf.	アーガイル･チェック	<アーガイル>･チェック	<[Gr]あーがいる>[KanaSep]ちぇっく
5144964	アーカンソー	あーかんそー	(<POS: N.>) <MGr: {<Dom.: Gebietsn.>} <TrE: <HW nNAr: Arkansas>> (<Def.: Bundesstaat der USA>；<Expl.: Abk.: Ark.>)>.	名	HE				[Gr]あーかんそー
7797957	アーカンソー州の人	あーかんそーしゅうのひと	<MGr: <TrE: <HW m: Einwohner> des amerik. Bundesstaates Arkansas>>.	名	アーカンソー	Verwendungsbeispiel		<アーカンソー>州の人	<[Gr]あーかんそー>–しゅう　の　ひと
0878452	アーキテクチャ	あーきてくちゃ	(<POS: N.>) [1]<MGr: <TrE: <HW n: Architektur>>>. [2]<MGr: <TrE: <HW f: Struktur>>>. [3]<MGr: {<Dom.: EDV>} <TrE: <HW f: Computer-Architektur>>>. (<Etym.: von engl. <For.: architecture>>).	名	HE				あー[Dev]きて[Dev]くちゃ
3562321	アーキテクチャー	あーきてくちゃー	(<POS: N.>) [1]<MGr: <TrE: <HW n: Architektur>>>. [2]<MGr: <TrE: <HW f: Struktur>>>. [3]<MGr: {<Dom.: EDV>} <TrE: <HW f: Computer-Architektur>.>> (<Etym.: von engl. <For.: architecture>>；<Ref.: ☞ <Transcr.: ākitekucha> <Jap.: アーキテクチャ><DaID: 0878452>>).	名	HE				あー[Dev]きて[Dev]くちゃー
6215314	アーキビスト	あーきびすと	(<POS: N.>) <MGr: <TrE: <HW m: Archivar>> (<Etym.: von engl. <For.: archivist>>)>.	名	HE				あーきび[Dev]すと
8899182	アーキペンコ	あーきぺんこ	(<POS: N.>) <MGr: {<Dom.: Persönlichk.>} <TrE: Alexander <FamN.: Archipenko>> (<Def.: amerik. Bildhauer ukrain. Herkunft>；<BirthDeath: 1887–1964>)>.	名	HE				[Gr]あーきぺんこ
1295808	アーギュメント	あーぎゅめんと	(<POS: N.>) <MGr: {<Dom.: Math., EDV>} <TrE: <HW n: Argument>>; <TrE: unabhängige <HW f: Variable> einer Funktion>>.	名	HE				あー[NN]ぎゅめんと
1545808	アーク [2]	あーく [2]	(<POS: N.>) [1]<MGr: <TrE: <HW m: Bogen>>>. [2]<MGr: {<Dom.: Phys.>} <TrE: <HW m: Lichtbogen>> (<Def.: hell leuchtende Gasentladung zwischen zwischen zwei Strom führenden Elektroden>)>. (<Etym.: von engl. <For.: arc>>).	名	HE				あーく
3979677	アーク灯 (アーク燈)	あーくとう	(<POS: N.>) <MGr: {<Dom.: Elektrot.>} <TrE: <HW f: Bogenlampe>>; <TrE: <HW f: Lichtbogenlampe>>; <TrE: <HW n: Bogenlicht>> (<Ref.: ⇒ <Transcr.: āku·ranpu> <Jap.: アーク･ランプ><DaID: 9566538>>)>.	名	HEアーク [2]	Komp. Anf.	アーク灯	<アーク>灯	<あー[Dev]く>–とう
4229677	アーク放電	あーくほうでん	<MGr: {<Dom.: Phys.>} <TrE: <HW f: Bogenentladung>>; <TrE: <HW f: Lichtbogenbildung>>>.	名	アーク [2]	Komp. Anf.		<アーク>放電	<あーく>[DinSP]ほうでん
6632670	アーク溶接 (アーク熔接; アーク鎔接)	あーくようせつ	<MGr: <TrE: <HW n: Lichtbogenschweißen>>; <TrE: <HW f: Lichtbogenschweißung>>>.	名	アーク [2]	Komp. Anf.	アーク溶接; アーク×熔接; アーク×鎔接	<アーク>溶接	<あーく>[DinSP]ようせつ
6882670	アーグラ	あーぐら	(<POS: N.>) <MGr: {<Dom.: Stadtn.>} <TrE: <HW nNAr: Agra>> (<Def.: Stadt im Bundesstaat Uttar Pradesh, Indien>；<Expl.: am Yamuna>)>.	名	HE				[Gr]あー[NN]ぐら
9316538	アークライト [2]	あーくらいと [1]	(<POS: N.>) <MGr: {<Dom.: Persönlichk.>} <TrE: Richard <FamN.: Arkwright>> (<Def.: engl. Erfinder>；<BirthDeath: 1732–1792>)>.	名	HE				[Gr]あーくらいと
9566538	アーク･ランプ; アークランプ	あーくらんぷ	<MGr: {<Dom.: Elektrot.>} <TrE: <HW f: Lichtbogenlampe>>; <TrE: <HW f: Bogenlampe>>>.	名	アーク [2]	Komp. Anf.	アーク･ランプ	<アーク>･ランプ	<あーく>[DinSP]らんぷ
0901423	アークレイリ	あーくれいり	(<POS: N.>) <MGr: {<Dom.: Stadtn.>} <TrE: <HW nNAr: Akureyri>> (<Def.: Stadt in Nord-Island>)>.	名	HE				[Gr]あーくれいり
3585292	アーク炉 (<LongKanji: アーク爐>)	あーくろ	<MGr: {<Dom.: Technik>} <TrE: <HW m: Lichtbogenofen>>>.	名	アーク [2]	Komp. Anf.	アーク炉	<アーク>炉	<あーく>–ろ
6238285	アーケード	あーけーど	(<POS: N.>) {<Dom.: Archit.>} [1]<MGr: <TrE: <HW f: Arkade>>; <TrE: <HW m: Bogengang>>; <TrE: <HW f: Passage>>>. [2]<MGr: <TrE: <HW f: Ladenarkade>>; <TrE: <HW f: Einkaufspassage>>; <TrE: <HW f: Einkaufsstraße>>>. (<Etym.: von engl. <For.: arcade>>).	名	HE				あーけーど
8922153	アーケード街	あーけーどがい	<MGr: <TrE: <HW f: Ladenarkade>>; <TrE: <HW f: Einkaufspassage>>; <TrE: <HW f: Einkaufsstraße>>>.	名	アーケード	Komp. Anf.		<アーケード>街	<あーけーど>–がい
0451066	アーゴノミックス	あーごのみっくす	(<POS: N.>) <MGr: <TrE: <HW f: Ergonomie>>; <TrE: <HW f: Arbeitsplatzgestaltung>> (<Def.: Lehre von den Leistungsfähigkeiten des Menschen>；<Etym.: von engl. <For.: ergonomics>>；<Ref.: ⇒ <Transcr.: ningen·kōgaku> <Jap.: 人間工学><DaID: 1210075>>；<Ref.: ⇒ <Transcr.: hyūman·enjiniaringu> <Jap.: ヒューマン･エンジニアリング><DaID: 8175382>>；<Ref.: ⇒ <Transcr.: erugonomikkusu> <Jap.: エルゴノミックス><DaID: 1972619>>)>.	名	HE				あーごのみっ[Dev]くす
3134939	アーゴノミックス･デザイン; アーゴノミックスデザイン	あーごのみっくすでざいん	<MGr: <TrE: ergonomisches <HW n: Design>>>.	名	アーゴノミックス	Komp. Anf.	アーゴノミックス･デザイン	<アーゴノミックス>デザイン	<あーごのみっくす>[KanaSep]でざいん
5787932	アーサー王	あーさーおう	<MGr: {<Dom.: Persönlichk.>} <TrE: König <FamN. FirstN.: Artus>> (<Def.: sagenhafter König der keltischen Briten>)>.	名	アーサー	Komp. Anf.		<アーサー>王	<[Gr]あーさー>–おう
8471800	アーサー王物語	あーさーおうものがたり	<MGr: <TrE: <HW f: König-Artus-Sage>>>.	名	物語; 物語り	Komp. Hint.		アーサー王<物語>	[Gr]あーさー–おう[DinSP]<もの'がたり>
1814021	アーサ感度; ASA感度 [a]	あーさかんど	<MGr: {<Dom.: Fotog.>} <TrE: <HW nNAr: ASA>>; <TrE: Lichtempfindlichkeit nach ASA>> (<Def.: Empfindlichkeitsbestimmung fotografischen Materials>；<Etym.: Abk. für engl. <For.: <Emph.:A>merican <Emph.:S>tandards <Emph.:A>ssociation> = „<Transl.: Normenstelle der USA>“>).	名	感度	Komp. Hint.	アーサ感度; ASA感度	ASA<感度>	あーさ[DinSP]<かん'ど>
4497890	ああして	ああして	<MGr: <TrE: so>; <TrE: auf jene Art>>.	副	ああ [1]; あゝ	Abl. mit <Umschr.: shite>		<ああ>して	<ああ>[suru]して
7150883	アース	あーす	(<POS: N., mit <Transcr.: suru> intrans. od. trans. V.>) [1]<MGr: {<Dom.: Elektrot.>} <TrE: <HW f: Erdung>>; <TrE: <HW f: Erde>>; <TrE: <HW m: Erdschluss>>; <TrE: <HW f: Erdleitung>>>. [2]<MGr: <TrE: <HW f: Erde>>; <TrE: <HW m: Boden>>>. (<Etym.: von engl. <For.: earth>>).	名･ｽ自他	HE				あーす
9834751	アース･カラー; アースカラー	あーすからー	<MGr: <TrE: <HW f: Erdfarbe>> (<Etym.: von engl. <For.: earth color>>)>.	名	アース	Komp. Anf.	アース･カラー	<アース>･カラー	<あーす>[KanaSep]からー
0406504	アースする	あーすする	<MGr: {<Dom.: Elektrot.>} <TrE: erden>>.	ｻ変自他	アース	Abl. mit <Umschr.: suru>		<アース>する	<あーす>[suru]する
3090377	アース線	あーすせん	<MGr: {<Dom.: Elektrot.>} <TrE: <HW n: Erdungskabel>>>.	名	アース	Komp. Anf.		<アース>線	<あーす>–せん
5743370	アース･デー; アースデー	あーすでー	<MGr: <TrE: Earth <HW m: Day>> (<Def.: Gedenktag für Ökologie und Bewahrung der Schöpfung>；<Expl.: weltweit am 22. April gefeiert>)>.	名	アース	Komp. Anf.	アース･デー	<アース>･デー	<あーす>[KanaSep]でー
8427238	アーチ	あーち	(<POS: N.>) [1]<MGr: {<Dom.: Archit.>} <TrE: <HW m: Bogen>>; <TrE: <HW n: Gewölbe>>>. [2]<MGr: <TrE: <HW m: Bogen> aus grünen Zweigen> (<Expl.: o. Ä.>)>. [3]<MGr: {<Dom.: Geom.>} <TrE: <HW m: Kreisbogen>>>. [4]<MGr: {<Dom.: Baseb.>} <TrE: <HW m: Homerun>>; <TrE: weit geschlagener <HW m: Ball>>>.	名	HE				あーち
1167783	アーチェリー	あーちぇりー	(<POS: N.>) <MGr: {<Dom.: Sport>} <TrE: (<Expl.: westliches>) <HW n: Bogenschießen>>; <TrE: <HW f: Bogenschützenkunst>> (<Etym.: von engl. <For.: archery>>；<Ref.: ⇒ <Transcr.: yōkyū> <Jap.: 洋弓><DaID: 5545506>>)>.	名	HE				あーちぇりー
1417783	アーチザン	あーちざん	(<POS: N.>) <MGr: <TrE: <HW m: Handwerker>>; <TrE: <HW m: Kunsthandwerker>> (<Etym.: von franz. <For.: artisan>>；<Ref.: ⇒ <Transcr.: ātizan> <Jap.: アーティザン><DaID: 5318957>>)>.	名	HE				あーちざん
3851652	アーチ式ダム	あーちしきだむ	<MGr: <TrE: <HW m: Staudamm> mit Bogenmauer>>.	名	ダム	Komp. Hint.		アーチ式<ダム>	あーち–しき[DinSP]<だむ>
4101652	アーチ･ダム; アーチダム	あーちだむ	(<POS: N.>) <MGr: <TrE: <HW m: Bogendamm> (<Expl.: eines Stausees>)>>.	名	HEアーチ	Komp. Anf.	アーチ･ダム	<アーチ>･ダム	<あーち>[KanaSep]だむ
6504645	アーチファクト	あーちふぁくと	(<POS: N., Na.-Adj. mit <Transcr.: na> od. <Transcr.: no>>) <MGr: <TrE: <HW m: Artefakt>>; <TrE: <HW n: Kunstprodukt>>; <TrE: von Menschenhand <HW n: Geschaffenes>>> // <MGr: (<Descr.: als Na.-Adj.>) <TrE: künstlich>; <TrE: künstlich hergestellt>; <TrE: artefakt>>.	名ﾅﾉ	HE				あー[Dev]ちふぁ[Dev]くと
6754645	ああっ女神さまっ (<LongKanji: ああっ女神さまっ>)	ああっめがみさまっ	(<POS: N.>) <MGr: {<Dom.: Manga, Anime>} <TrE: Oh! My <HW NAr: Goddess>>; <TrE: Aah Megami <HW NAr: Sama!>>>	名	HE		ああっ女神さまっ		[Gr]ああっ　めがみ–さまっ
9188513	アーティクル	あーてぃくる	(<POS: N.>) [1]<MGr: <TrE: <HW m: Artikel>>; <TrE: <HW m: Zeitungsartikel>>; <TrE: <HW m: Zeitschriftenartikel>>>. [2]<MGr: {<Dom.: Gramm.>} <TrE: <HW m: Artikel>>; <TrE: <HW n: Geschlechtswort>>>. (<Etym.: von engl. <For.: article>>).	名	HE				あーてぃくる
9438513	アーティスト	あーてぃすと	(<POS: N.>) <MGr: <TrE: <HW m: Künstler>> (<Etym.: von engl. <For.: artist>>)>.	名	HE				あーてぃ[Dev]すと
0409770	アーティチョーク	あーてぃちょーく	(<POS: N.>) <MGr: {<Dom.: Bot.>} <TrE: <HW f: Artischocke>> (<Scientif.: Cynara scolymus>)>.	名	HE				あーてぃちょーく
3093643	アーティフィシャル	あーてぃふぃしゃる	(<POS: N.>) <MGr: <TrE: etw. <HW n: Künstliches>> (<Etym.: von engl. <For.: artificial>>)>.	名	HE				あーてぃふぃしゃる
5746636	アーティフィシャル･インテリジェンス; アーティフィシャルインテリジェンス	あーてぃふぃしゃるいんてりじぇんす	<MGr: <TrE: Künstliche <HW f: Intelligenz>>; <TrE: <HW f: AI>> (<Etym.: von engl. <For.: artificial intelligence>>)>.	名	アーティフィシャル	Komp. Anf.	アーティフィシャル･インテリジェンス	<アーティフィシャル>･インテリジェンス	<あーてぃふぃしゃる>[KanaSep]いんてりじぇんす
8430504	アーデナウアー	あーでなうあー	(<POS: N.>) <MGr: {<Dom.: Persönlichk.>} <TrE: Konrad <FamN.: Adenauer>> (<Def.: erster dtsch. Bundeskanzler>；<BirthDeath: 1876–1967>)>.	名	HE				[Gr]あーでなうあー
1068807	ああでもないこうでもない	ああでもないこうでもない	<MGr: <TrE: mal so, mal so>; <TrE: einmal so, dann wieder so>; <TrE: hin und her>; <TrE: weder so noch so>>.	連語	ああ [1]; あゝ	Verwendungsbeispiel		<ああ>でもないこうでもない	<ああ>　でも　ない　こう　でも　ない
3752676	アート	あーと	(<POS: N.>) [1]<MGr: <TrE: <HW f: Kunst>>; <TrE: schöne <HW fpl: Künste>>>. [2]<MGr: <TrE: <HW f: Kunst>>; <TrE: <HW f: Kunstfertigkeit>>>. [3]<MGr: <TrE: etw. <HW nNAr: Künstliches>>; <TrE: <HW n: Menschenwerk>>>. [4]<MGr: <TrE: <HW n: Kunstdruckpapier> (<Expl.: Abk. für <Ref.: <Transcr.: <Emph.:āto>·pēpā> <Jap.: アート･ペーパー><DaID: 1175936>>>)>>. [5]<MGr: <TrE: <HW f: Werbekunst>>; <TrE: <HW f: Werbung>. (<Etym.: von engl. <For.: art>>). (<Ref.: ⇒ <Transcr.: bijutsu> <Jap.: 美術><DaID: 7612923>>)>>.	名	HE				あーと
6405669	アート紙	あーとし	<MGr: {<Dom.: Druckw.>} <TrE: <HW n: Kunstdruckpapier>> (<Def.: besonders hochwertiges Papier mit glatter Oberfläche>；<Etym.: von engl. <For.: art paper>>)>.	名	アート	Komp. Anf.		<アート>紙	<あーと>–し
9089537	アート･シアター; アートシアター	あーとしあたー	<MGr: <TrE: <HW n: Kunsttheater>> (<Etym.: von engl. <For.: art theatre>>)>.	名	アート	Komp. Anf.	アート･シアター	<アート>･シアター	<あーと>[KanaSep]しあたー
0795224	アート･ディレクター; アートディレクター	あーとでぃれくたー	<MGr: <TrE: Art <HW m: Director>>; <TrE: künstlerische <HW f: Leitung>> (<Expl.: bei Film, Werbung, Design, Buchdruck etc.>；<Etym.: von engl. <For.: art director>>)>.	名	アート	Komp. Anf.	アート･ディレクター	<アート>･ディレクター	<あーと>[KanaSep]でぃれくたー
3479093	ああのこうのと指図がましくする (<LongKanji: ああのこうのと指圖がましくする>)	ああのこうのとさしずがましくする	<MGr: <TrE: jmdn. herumkommandieren>>.	サ変他	指し図; 指図 (<LongKanji: 指し圖>; <LongKanji: 指圖>)	Verwendungsbeispiel	ああのこうのと指図がましくする	ああのこうのと<指図>がましくする	ああ　の　こう　の　と　<さしず>　が　ましく[suru]する
6132086	アーノルド	あーのるど	(<POS: N.>) {<Dom.: Persönlichk.>} [1]<MGr: <TrE: Thomas <FamN.: Arnold>> (<Def.: Pädagoge und Historiker>；<BirthDeath: 1795–1842>)>. [2]<MGr: <TrE: Matthew <FamN.: Arnold>> (<Def.: engl. Kritiker und Dichter>；<BirthDeath: 1822–1888>)>. [3]<MGr: <TrE: Edwin <FamN.: Arnold>> (<Def.: engl. Dichter und Journalist>；<BirthDeath: 1832–1904>)>.	名	HE				[Gr]あーのるど
8815954	アーバニズム	あーばにずむ	(<POS: N.>) <MGr: {<Dom.: Soziol., Stadtplanung>} <TrE: <HW m: Urbanismus>> (<Etym.: von engl. <For.: urbanism>>)>.	名	HE				あーばにずむ
0070268	アーバニティー	あーばにてぃー	(<POS: N.>) <MGr: <TrE: <HW f: Urbanität>> (<Etym.: von engl. <For.: urbanity>>)>.	名	HE				あーばにてぃー
2754463	アーバン	あーばん	(<POS: N.>) <MGr: <TrE: städtisch>; <TrE: urban>> (<Ref.: ⇔ <Transcr.: rūraru> <Jap.: ルーラル><DaID: 3125206>>).	名	HE				あーばん
5407456	アーバン･デザイン; アーバンデザイン	あーばんでざいん	<MGr: <TrE: <HW n: Stadt-Design>> (<Etym.: von engl. <For.: urban design>>)>.	名	アーバン	Komp. Anf.	アーバン･デザイン	<アーバン>･デザイン	<あーばん>[KanaSep]でざいん
8091324	アーバン･ハウジング; アーバンハウジング	あーばんはうじんぐ	<MGr: <TrE: städtischer <HW m: Wohnungsbau>>>.	名	アーバンハウジング	Komp. Anf.Komp. Hint.	アーバン･ハウジング	<1:アーバン>･<2:ハウジング>	<1:あーばん>[KanaSep]<2:はうじんぐ>
1067941	アーバン･ライフ; アーバンライフ	あーばんらいふ	<MGr: <TrE: städtisches <HW n: Leben>> (<Etym.: von engl. <For.: urban life>>)>.	名	アーバン	Komp. Anf.	アーバン･ライフ	<アーバン>･ライフ	<あーばん>[KanaSep]らいふ
3751810	アーバン･リニュアル; アーバンリニュアル	あーばんりにゅある	<MGr: <TrE: <HW f: Stadterneuerung>> (<Etym.: von engl. <For.: urban renewal>>)>.	名	アーバン	Komp. Anf.	アーバン･リニュアル	<アーバン>･リニュアル	<あーばん>[KanaSep]りにゅある
6404803	アービトレーション	あーびとれーしょん	(<POS: N.>) <MGr: <TrE: <HW f: Schlichtung>> (<Etym.: von engl. <For.: arbitration>>)>.	名	HE				あーびとれーしょん
9088671	アーベル	あーべる	(<POS: N.>) <MGr: {<Dom.: Persönlichk.>} <TrE: Niels Henrik <FamN.: Abel>> (<Def.: norweg. Mathematiker>；<BirthDeath: 1802–1829>)>.	名	HE				[Gr]あーべる
2626441	アーヘン	あーへん	(<POS: N.>) <MGr: {<Dom.: Stadtn.>} <TrE: <HW nNAr: Aachen>> (<Def.: Stadt in Nordrhein-Westfalen>)>.	名	HE				[Gr]あーへん
5310310	モーツァルトアーベント	もーつぁるとあーべんと	<MGr: {<Dom.: Mus.>} <TrE: <HW m: Mozart-Abend>>>.	名	アーベント	Komp. Hint.		モーツァルト<アーベント>	[Gr]もーつぁると[KanaSep]<あーべんと>
7963303	アーマダバード	あーまだばーど	(<POS: N.>) <MGr: {<Dom.: Stadtn.>} <TrE: <HW nNAr: Ahmadabad>> (<Def.: Stadt in Gujarat, Indien>)>.	名	HE				[Gr]あーまだばーど
2506589	アーミー	あーみー	(<POS: N.>) <MGr: <TrE: <HW f: Armee>>; <TrE: <HW fpl: Streitkräfte>>; <TrE: <HW n: Militär>>> // <MGr: (<Expl.: insbes.>) <TrE: <HW n: Heer>>; <TrE: <HW npl: Landstreitkräfte>> (<Etym.: von engl. <For.: army>>)>.	名	HE				あーみー
5190458	アーミー･ルック; アーミールック	あーみーるっく	(<POS: N.>) <MGr: {<Dom.: Mode>} <TrE: Army <HW m: Look>>>.	名	HEアーミー	Komp. Anf.	アーミー･ルック	<アーミー>･ルック	<あーみー>[KanaSep]るっく
7843451	アーミテージ	あーみてーじ	(<POS: N.>) <MGr: {<Dom.: Persönlichk.>} <TrE: Kenneth <FamN.: Armitage>> (<Def.: engl. Bildhauer>；<BirthDeath: 1969–>)>.	名	HE				[Gr]あーみてーじ
0841369	アーム	あーむ	(<POS: N.>) [1]<MGr: {<Dom.: Anat.>} <TrE: <HW m: Arm>>>. [2]<MGr: <TrE: <HW m: Arm>>; <TrE: <HW m: Ausleger> (<Expl.: einer Maschine>)>>> // <MGr: (<Expl.: insbes.>) <TrE: Tonarm (<Expl.: Abk.>)>. [3]<MGr: <TrE: <HW m: Signalarm>> (<Expl.: bei einem Eisenbahnsignals>)>. [4]<MGr: {<Dom.: Kleidung>} <TrE: <HW m: Arm>>; <TrE: <HW m: Ärmel>>>. (<Etym.: von engl. <For.: arm>>).	名	HE				あーむ
3525238	アームストロング	あーむすとろんぐ	(<POS: N.>) {<Dom.: Persönlichk.>} [1]<MGr: <TrE: William George <FamN.: Armstrong>> (<Def.: engl. Industrieller>；<BirthDeath: 1810–1900>)>. [2]<MGr: <TrE: Louis <FamN.: Armstrong>> (<Def.: amerik. Trompeter und Sänger>；<BirthDeath: 1900–1971>)>.	名	HE				[Gr]あーむ[Dev]すとろんぐ
6178231	アーム･チェア; アームチェア	あーむちぇあ	<MGr: <TrE: <HW m: Lehnstuhl>>; <TrE: <HW m: Lehnsessel>> (<Etym.: von engl. <For.: armchair>>)>.	名	アーム	Komp. Anf.	アーム･チェア	<アーム>･チェア	<あーむ>[KanaSep]ちぇあ
8862099	アーメン	あーめん	(<POS: N.>) <MGr: {<Dom.: Rel.>} <TrE: <HW n: Amen>>> // <MGr: <TrE: Amen!>> (<Etym.: aus d. Hebr.>).	名	HE				あーめん
1884849	アーモンド	あーもんど	(<POS: N.>) <MGr: {<Dom.: Bot.>} <TrE: <HW f: Mandel>>; <TrE: <HW m: Mandelbaum>> (<Scientif.: Prunus communis>；<Etym.: von engl. <For.: almond>>；<Expl.: Zählweise: <Ref.: <Transcr.: kabu> <Jap.: 株><DaID: 8026705>> bzw. <Ref.: <Transcr.: hon> <Jap.: 本><DaID: 2184433>>>)>.	名	HE				あーもんど
4568718	アーリア人	あーりあじん	<MGr: {<Dom.: Anthropol., Gesch.>} <TrE: <HW m: Arier>>>.	名	アーリア	Komp. Anf.		<アーリア>人	<[Gr]あーりあ>–じん
7221711	アーリーアメリカン	あーりーあめりかん	(<POS: N.>) <MGr: <Def.: <HW m: Stil> aus der frühen Kolonialzeit Amerikas>> (<Expl.: in Bezug auf Möbel und Architektur>；<Etym.: von engl. <For.: Early American>>).	名	HE				あーりー[KanaSep][Gr]あめりかん
9905579	アーリントン	あーりんとん	(<POS: N.>) <MGr: {<Dom.: Stadtn.>} <TrE: <HW nNAr: Arlington>> (<Def.: Wohnvorort von Washington D.C., Amerika>；<Expl.: Sitz des Pentagon>；<Expl.: beherbergt den Nationalfriedhof>)>.	名	HE				[Gr]あーりんとん
